,y_train
439,0.013933333333333334
440,0.0247
441,0.036899999999999995
442,0.05354999999999999
443,0.060450000000000004
444,0.06951666666666666
445,0.0767
446,0.07235
447,0.07263333333333333
448,0.06528333333333333
449,0.06866666666666667
450,0.05938333333333334
451,0.05263333333333333
452,0.03908333333333334
453,0.03651666666666666
454,0.027116666666666667
455,0.018016666666666663
456,0.0106
457,0.006183333333333333
458,0.006050000000000001
459,0.004966666666666667
460,0.01035
461,0.027116666666666667
462,0.06618333333333333
463,0.10006666666666665
464,0.09875
465,0.08736666666666666
466,0.07968333333333334
467,0.08423333333333333
468,0.0878
469,0.09228333333333333
470,0.09889999999999999
471,0.10529999999999999
472,0.32685000000000003
473,0.3106833333333333
474,0.4143333333333334
475,0.08650000000000001
476,0.05815
477,0.034833333333333334
478,0.03325
479,0.0163
480,0.009616666666666667
481,0.00735
482,0.0056833333333333345
483,0.007216666666666666
484,0.013566666666666666
485,0.023333333333333334
486,0.055933333333333335
487,0.11118333333333334
488,0.14546666666666666
489,0.08675000000000001
490,0.08411666666666666
491,0.09061666666666666
492,0.08171666666666667
493,0.07868333333333334
494,0.09356666666666667
495,0.10231666666666667
496,0.24193333333333333
497,0.48245
498,0.4591
499,0.16595000000000001
500,0.05381666666666666
501,0.03896666666666667
502,0.02706666666666667
503,0.018
504,0.00905
505,0.005
506,0.0055000000000000005
507,0.0076
508,0.0123
509,0.0265
510,0.06263333333333333
511,0.10093333333333333
512,0.10406666666666665
513,0.08145000000000001
514,0.07545
515,0.0838
516,0.08053333333333333
517,0.08303333333333333
518,0.10271666666666666
519,0.11075
520,0.1183
521,0.4120333333333333
522,0.48676666666666674
523,0.11781666666666667
524,0.05421666666666667
525,0.03245
526,0.03608333333333333
527,0.025033333333333335
528,0.012116666666666666
529,0.006466666666666667
530,0.005316666666666667
531,0.005749999999999999
532,0.013633333333333332
533,0.025716666666666665
534,0.057199999999999994
535,0.09365
536,0.09123333333333333
537,0.08275
538,0.08055
539,0.08739999999999999
540,0.0927
541,0.08856666666666667
542,0.10223333333333334
543,0.09444999999999999
544,0.10861666666666665
545,0.3579333333333334
546,0.3715
547,0.08151666666666667
548,0.052483333333333326
549,0.04178333333333334
550,0.035250000000000004
551,0.023783333333333333
552,0.017583333333333336
553,0.009833333333333333
554,0.00715
555,0.006466666666666666
556,0.0074333333333333335
557,0.009366666666666667
558,0.016816666666666664
559,0.0273
560,0.045283333333333335
561,0.05563333333333334
562,0.05995
563,0.0709
564,0.08123333333333332
565,0.0847
566,0.08349999999999998
567,0.08348333333333334
568,0.08056666666666666
569,0.07958333333333334
570,0.07229999999999999
571,0.0551
572,0.04649999999999999
573,0.03951666666666667
574,0.042083333333333334
575,0.030266666666666667
576,0.01975
577,0.010750000000000001
578,0.008233333333333334
579,0.0056
580,0.005883333333333334
581,0.0061333333333333335
582,0.010883333333333333
583,0.013133333333333335
584,0.021400000000000002
585,0.03298333333333334
586,0.048749999999999995
587,0.05446666666666666
588,0.06944999999999998
589,0.07715000000000001
590,0.07796666666666667
591,0.07741666666666666
592,0.06783333333333334
593,0.06723333333333333
594,0.05413333333333333
595,0.04823333333333333
596,0.03863333333333333
597,0.043366666666666664
598,0.027950000000000003
599,0.014933333333333335
600,0.008883333333333333
601,0.005916666666666667
602,0.00405
603,0.004716666666666667
604,0.012683333333333333
605,0.025316666666666664
606,0.058249999999999996
607,0.10741666666666666
608,0.10888333333333333
609,0.08963333333333333
610,0.07571666666666667
611,0.08
612,0.08108333333333333
613,0.07726666666666666
614,0.09935
615,0.10476666666666667
616,0.12986666666666666
617,0.45801666666666657
618,0.47248333333333337
619,0.14855
620,0.052
621,0.03523333333333333
622,0.02675
623,0.014966666666666665
624,0.009083333333333334
625,0.005883333333333333
626,0.004716666666666667
627,0.0063166666666666675
628,0.01045
629,0.028416666666666663
630,0.05985000000000001
631,0.11088333333333333
632,0.10748333333333333
633,0.09753333333333335
634,0.07356666666666667
635,0.08145
636,0.0838
637,0.06935000000000001
638,0.09723333333333334
639,0.10268333333333335
640,0.21866666666666668
641,0.47354999999999997
642,0.48151666666666665
643,0.22015000000000004
644,0.050783333333333326
645,0.039066666666666666
646,0.02723333333333333
647,0.016633333333333333
648,0.008133333333333334
649,0.005766666666666667
650,0.005733333333333333
651,0.00505
652,0.011250000000000001
653,0.02575
654,0.06393333333333334
655,0.10930000000000001
656,0.10778333333333333
657,0.0931
658,0.07565
659,0.08539999999999999
660,0.08533333333333333
661,0.08485
662,0.0969
663,0.10761666666666668
664,0.2968166666666667
665,0.4643333333333333
666,0.43555000000000005
667,0.09201666666666665
668,0.05481666666666667
669,0.04313333333333333
670,0.03166666666666667
671,0.019083333333333334
672,0.010916666666666665
673,0.00755
674,0.005716666666666666
675,0.0067
676,0.010866666666666669
677,0.027333333333333334
678,0.06533333333333334
679,0.11358333333333333
680,0.10613333333333332
681,0.08805000000000002
682,0.07686666666666667
683,0.08590000000000002
684,0.08465
685,0.08841666666666666
686,0.09591666666666666
687,0.10258333333333332
688,0.15305
689,0.49523333333333336
690,0.48155
691,0.32395
692,0.056466666666666665
693,0.04816666666666667
694,0.03556666666666667
695,0.0193
696,0.01205
697,0.008133333333333334
698,0.006450000000000001
699,0.0059
700,0.012033333333333333
701,0.029233333333333333
702,0.06021666666666666
703,0.10326666666666666
704,0.08696666666666668
705,0.08043333333333334
706,0.07834999999999999
707,0.08285
708,0.09031666666666666
709,0.09383333333333334
710,0.103
711,0.11123333333333334
712,0.11320000000000001
713,0.39146666666666663
714,0.3475
715,0.08746666666666665
716,0.06096666666666667
717,0.049383333333333335
718,0.04686666666666667
719,0.03213333333333333
720,0.018566666666666665
721,0.0101
722,0.006983333333333334
723,0.006233333333333333
724,0.007516666666666667
725,0.009550000000000001
726,0.01976666666666667
727,0.031433333333333334
728,0.04850000000000001
729,0.05615
730,0.06521666666666666
731,0.07788333333333332
732,0.08933333333333333
733,0.08881666666666665
734,0.08705
735,0.08714999999999999
736,0.08301666666666666
737,0.07628333333333333
738,0.06746666666666667
739,0.05018333333333333
740,0.04461666666666667
741,0.04211666666666666
742,0.042050000000000004
743,0.028533333333333338
744,0.022583333333333334
745,0.011533333333333333
746,0.008266666666666667
747,0.005183333333333334
748,0.005516666666666666
749,0.007666666666666666
750,0.011583333333333333
751,0.013666666666666666
752,0.022083333333333333
753,0.03306666666666667
754,0.05361666666666665
755,0.06093333333333334
756,0.06671666666666666
757,0.08333333333333333
758,0.0811
759,0.06666666666666667
760,0.05315
761,0.046283333333333336
762,0.03916666666666667
763,0.050016666666666675
764,0.05843333333333334
765,0.04805
766,0.02836666666666666
767,0.016733333333333333
768,0.009833333333333335
769,0.005116666666666666
770,0.005183333333333334
771,0.005266666666666667
772,0.011616666666666666
773,0.0309
774,0.058600000000000006
775,0.10128333333333334
776,0.10375
777,0.08803333333333334
778,0.08034999999999999
779,0.07983333333333334
780,0.08276666666666666
781,0.08568333333333333
782,0.09901666666666666
783,0.10156666666666668
784,0.11184999999999999
785,0.37733333333333335
786,0.37234999999999996
787,0.07834999999999999
788,0.05265
789,0.03966666666666666
790,0.026749999999999996
791,0.01568333333333333
792,0.009383333333333334
793,0.004266666666666667
794,0.006116666666666667
795,0.004933333333333334
796,0.010916666666666665
797,0.027933333333333338
798,0.05653333333333333
799,0.10831666666666666
800,0.10441666666666666
801,0.08933333333333332
802,0.07823333333333334
803,0.08555
804,0.08863333333333333
805,0.08231666666666666
806,0.10161666666666667
807,0.10931666666666667
808,0.13246666666666665
809,0.4817166666666666
810,0.4361333333333333
811,0.08236666666666666
812,0.05031666666666667
813,0.04198333333333334
814,0.029966666666666666
815,0.017066666666666667
816,0.013983333333333334
817,0.006716666666666666
818,0.004416666666666667
819,0.005266666666666667
820,0.013449999999999998
821,0.02766666666666667
822,0.060733333333333334
823,0.10475000000000001
824,0.11308333333333333
825,0.09269999999999999
826,0.078
827,0.08040000000000001
828,0.08301666666666667
829,0.08358333333333334
830,0.0938
831,0.10206666666666668
832,0.17313333333333333
833,0.46823333333333333
834,0.45341666666666663
835,0.07861666666666667
836,0.04973333333333333
837,0.03938333333333333
838,0.030333333333333337
839,0.019533333333333337
840,0.0101
841,0.006083333333333334
842,0.0056166666666666665
843,0.0056166666666666665
844,0.011683333333333332
845,0.026316666666666665
846,0.06175
847,0.10833333333333332
848,0.09848333333333333
849,0.08620000000000001
850,0.07736666666666668
851,0.08913333333333334
852,0.08255
853,0.08799999999999998
854,0.10193333333333333
855,0.10961666666666665
856,0.20533333333333334
857,0.47101666666666664
858,0.45283333333333337
859,0.08093333333333334
860,0.0529
861,0.040383333333333334
862,0.03376666666666666
863,0.024833333333333332
864,0.01163333333333333
865,0.0057
866,0.006366666666666666
867,0.006233333333333334
868,0.011933333333333332
869,0.025966666666666666
870,0.06026666666666667
871,0.10385
872,0.10026666666666667
873,0.08581666666666665
874,0.07355
875,0.09051666666666668
876,0.08936666666666666
877,0.09698333333333332
878,0.10298333333333336
879,0.09618333333333333
880,0.18518333333333334
881,0.4616166666666666
882,0.21535
883,0.08395000000000001
884,0.05723333333333334
885,0.046599999999999996
886,0.036083333333333335
887,0.027700000000000002
888,0.014516666666666669
889,0.010866666666666665
890,0.0076166666666666666
891,0.005316666666666667
892,0.006283333333333333
893,0.01185
894,0.02045
895,0.034133333333333335
896,0.045566666666666665
897,0.05840000000000001
898,0.07358333333333333
899,0.08106666666666666
900,0.08121666666666667
901,0.08991666666666666
902,0.08700000000000001
903,0.08313333333333334
904,0.08286666666666666
905,0.08429999999999999
906,0.08576666666666666
907,0.05428333333333333
908,0.04323333333333334
909,0.044500000000000005
910,0.0411
911,0.03365
912,0.016516666666666666
913,0.010483333333333336
914,0.007516666666666665
915,0.006000000000000001
916,0.005033333333333333
917,0.007166666666666666
918,0.011383333333333334
919,0.01565
920,0.024133333333333336
921,0.03728333333333333
922,0.05753333333333333
923,0.0609
924,0.07083333333333332
925,0.08345000000000001
926,0.07708333333333334
927,0.07556666666666667
928,0.0738
929,0.0717
930,0.06461666666666666
931,0.049833333333333334
932,0.046283333333333336
933,0.038516666666666664
934,0.025416666666666667
935,0.0172
936,0.008483333333333334
937,0.00605
938,0.005183333333333333
939,0.004866666666666666
940,0.010316666666666667
941,0.0289
942,0.05848333333333333
943,0.09446666666666666
944,0.10194999999999999
945,0.08713333333333334
946,0.07901666666666667
947,0.08189999999999999
948,0.08275
949,0.08411666666666667
950,0.09845
951,0.10286666666666668
952,0.11866666666666666
953,0.36365000000000003
954,0.17008333333333334
955,0.07658333333333332
956,0.05008333333333334
957,0.03545
958,0.030583333333333334
959,0.018233333333333334
960,0.0078000000000000005
961,0.00555
962,0.005066666666666666
963,0.0057666666666666665
964,0.011366666666666666
965,0.028266666666666666
966,0.0603
967,0.1022
968,0.10213333333333334
969,0.09294999999999999
970,0.08116666666666668
971,0.08828333333333332
972,0.08246666666666665
973,0.08723333333333333
974,0.09944999999999998
975,0.10851666666666665
976,0.15626666666666666
977,0.45743333333333336
978,0.3778000000000001
979,0.07846666666666667
980,0.05331666666666667
981,0.03721666666666667
982,0.028149999999999994
983,0.018766666666666664
984,0.010283333333333332
985,0.0062
986,0.004616666666666667
987,0.00655
988,0.012766666666666667
989,0.027716666666666667
990,0.06341666666666666
991,0.10773333333333335
992,0.10403333333333335
993,0.09125
994,0.08539999999999999
995,0.08371666666666668
996,0.09055
997,0.08868333333333334
998,0.10245
999,0.11071666666666664
1000,0.1937
1001,0.45711666666666667
1002,0.43624999999999997
1003,0.08545000000000001
1004,0.05456666666666667
1005,0.04928333333333334
1006,0.03276666666666667
1007,0.018533333333333336
1008,0.009366666666666667
1009,0.005933333333333333
1010,0.00555
1011,0.0063
1012,0.012133333333333335
1013,0.026533333333333336
1014,0.06545000000000001
1015,0.10159999999999998
1016,0.11065000000000001
1017,0.09343333333333333
1018,0.0826
1019,0.09233333333333334
1020,0.09216666666666666
1021,0.09371666666666667
1022,0.10308333333333332
1023,0.10903333333333333
1024,0.1872
1025,0.49915
1026,0.5150166666666667
1027,0.46241666666666664
1028,0.05156666666666667
1029,0.04078333333333333
1030,0.0316
1031,0.02168333333333333
1032,0.012733333333333333
1033,0.00755
1034,0.0069500000000000004
1035,0.0073999999999999995
1036,0.012433333333333333
1037,0.02596666666666667
1038,0.05721666666666667
1039,0.09261666666666667
1040,0.10236666666666666
1041,0.08561666666666667
1042,0.08081666666666668
1043,0.09463333333333335
1044,0.10426666666666666
1045,0.09738333333333334
1046,0.10093333333333332
1047,0.10386666666666666
1048,0.1165
1049,0.47635
1050,0.29186666666666666
1051,0.09179999999999999
1052,0.06061666666666666
1053,0.04583333333333334
1054,0.048499999999999995
1055,0.023783333333333337
1056,0.013916666666666666
1057,0.009833333333333331
1058,0.007383333333333333
1059,0.005416666666666666
1060,0.006633333333333332
1061,0.010800000000000002
1062,0.019683333333333334
1063,0.031216666666666667
1064,0.04588333333333333
1065,0.06163333333333334
1066,0.06851666666666667
1067,0.07985
1068,0.08965000000000001
1069,0.08626666666666666
1070,0.09411666666666667
1071,0.08363333333333334
1072,0.08216666666666667
1073,0.08271666666666666
1074,0.07596666666666667
1075,0.05866666666666667
1076,0.04488333333333333
1077,0.04103333333333333
1078,0.03793333333333333
1079,0.026233333333333334
1080,0.016200000000000003
1081,0.011316666666666668
1082,0.006733333333333333
1083,0.005383333333333334
1084,0.0047666666666666664
1085,0.006633333333333334
1086,0.011066666666666667
1087,0.015866666666666664
1088,0.02408333333333333
1089,0.037116666666666666
1090,0.05803333333333333
1091,0.06988333333333334
1092,0.07156666666666667
1093,0.07968333333333333
1094,0.08143333333333334
1095,0.07329999999999999
1096,0.06991666666666667
1097,0.06525
1098,0.06056666666666668
1099,0.04779999999999999
1100,0.04393333333333333
1101,0.038516666666666664
1102,0.029266666666666667
1103,0.016916666666666667
1104,0.0092
1105,0.005866666666666667
1106,0.004783333333333333
1107,0.004716666666666667
1108,0.010383333333333333
1109,0.030550000000000004
1110,0.0644
1111,0.10203333333333335
1112,0.09458333333333334
1113,0.09168333333333334
1114,0.08270000000000001
1115,0.08239999999999999
1116,0.09141666666666666
1117,0.08316666666666665
1118,0.08808333333333333
1119,0.10806666666666666
1120,0.155
1121,0.39893333333333336
1122,0.14991666666666667
1123,0.07828333333333333
1124,0.05101666666666666
1125,0.04371666666666666
1126,0.032766666666666666
1127,0.016649999999999998
1128,0.011016666666666668
1129,0.0052833333333333335
1130,0.006466666666666667
1131,0.005116666666666666
1132,0.0129
1133,0.02698333333333333
1134,0.06579999999999998
1135,0.09680000000000001
1136,0.1049
1137,0.09806666666666668
1138,0.07716666666666666
1139,0.08801666666666667
1140,0.08305
1141,0.08823333333333333
1142,0.0952
1143,0.10736666666666665
1144,0.1315
1145,0.4377499999999999
1146,0.5294500000000001
1147,0.08979999999999999
1148,0.05385
1149,0.0387
1150,0.030766666666666675
1151,0.02563333333333333
1152,0.010233333333333332
1153,0.006466666666666666
1154,0.006716666666666667
1155,0.0069500000000000004
1156,0.0113
1157,0.028133333333333333
1158,0.06115
1159,0.09536666666666666
1160,0.09701666666666665
1161,0.09516666666666668
1162,0.08141666666666666
1163,0.08740000000000002
1164,0.09438333333333333
1165,0.08738333333333333
1166,0.0931
1167,0.10008333333333334
1168,0.11135
1169,0.3322
1170,0.09215
1171,0.07684999999999999
1172,0.05361666666666667
1173,0.041133333333333334
1174,0.031133333333333332
1175,0.019983333333333336
1176,0.010933333333333335
1177,0.0058
1178,0.0067666666666666665
1179,0.0048
1180,0.01885
1181,0.017666666666666667
1182,0.05821666666666667
1183,0.09200000000000001
1184,0.09656666666666665
1185,0.09344999999999999
1186,0.09005
1187,0.0819
1188,0.09361666666666668
1189,0.09001666666666668
1190,0.09743333333333333
1191,0.09866666666666668
1192,0.21365
1193,0.4207
1194,0.15678333333333333
1195,0.0806
1196,0.06076666666666667
1197,0.0482
1198,0.044833333333333336
1199,0.027016666666666665
1200,0.015116666666666667
1201,0.009966666666666667
1202,0.009416666666666667
1203,0.006383333333333334
1204,0.008483333333333334
1205,0.011616666666666666
1206,0.02115
1207,0.027383333333333332
1208,0.045250000000000005
1209,0.06165
1210,0.13706666666666664
1211,0.09073333333333333
1212,0.08051666666666667
1213,0.08253333333333333
1214,0.08523333333333333
1215,0.08161666666666666
1216,0.08311666666666666
1217,0.07970000000000001
1218,0.07543333333333334
1219,0.05306666666666667
1220,0.042833333333333334
1221,0.0373
1222,0.03298333333333333
1223,0.02651666666666667
1224,0.016149999999999998
1225,0.010416666666666666
1226,0.007833333333333333
1227,0.0047666666666666664
1228,0.0046166666666666665
1229,0.006183333333333333
1230,0.013233333333333333
1231,0.015966666666666667
1232,0.02208333333333333
1233,0.032966666666666665
1234,0.04951666666666666
1235,0.0575
1236,0.06771666666666668
1237,0.0765
1238,0.07741666666666666
1239,0.06753333333333332
1240,0.06915
1241,0.06491666666666666
1242,0.0526
1243,0.045083333333333336
1244,0.038599999999999995
1245,0.03735
1246,0.024133333333333336
1247,0.015600000000000003
1248,0.010383333333333333
1249,0.005683333333333333
1250,0.00455
1251,0.005333333333333333
1252,0.011916666666666666
1253,0.03096666666666667
1254,0.06065
1255,0.10215
1256,0.4178
1257,0.4930666666666666
1258,0.0828
1259,0.07466666666666667
1260,0.08206666666666666
1261,0.08379999999999999
1262,0.09438333333333333
1263,0.09903333333333332
1264,0.10613333333333334
1265,0.35169999999999996
1266,0.2562499999999999
1267,0.0785
1268,0.05356666666666667
1269,0.033333333333333326
1270,0.02705
1271,0.014216666666666669
1272,0.0089
1273,0.006316666666666666
1274,0.005633333333333333
1275,0.00585
1276,0.012716666666666668
1277,0.026583333333333334
1278,0.06453333333333335
1279,0.10396666666666665
1280,0.10951666666666665
1281,0.08750000000000001
1282,0.07901666666666667
1283,0.08388333333333332
1284,0.08545000000000001
1285,0.08533333333333333
1286,0.09073333333333333
1287,0.123
1288,0.10976666666666667
1289,0.38628333333333337
1290,0.32111666666666666
1291,0.08921666666666667
1292,0.05503333333333333
1293,0.04181666666666666
1294,0.03775
1295,0.018516666666666664
1296,0.009083333333333334
1297,0.0070666666666666655
1298,0.010650000000000001
1299,0.00615
1300,0.011633333333333334
1301,0.02628333333333333
1302,0.06618333333333333
1303,0.10910000000000002
1304,0.10346666666666667
1305,0.09021666666666667
1306,0.0763
1307,0.0861
1308,0.08666666666666667
1309,0.07945
1310,0.09611666666666667
1311,0.11266666666666668
1312,0.13925
1313,0.46279999999999993
1314,0.3014833333333333
1315,0.08606666666666667
1316,0.05533333333333334
1317,0.04328333333333333
1318,0.033133333333333334
1319,0.017466666666666665
1320,0.011083333333333334
1321,0.008383333333333333
1322,0.006566666666666668
1323,0.0059833333333333336
1324,0.01305
1325,0.027950000000000003
1326,0.06991666666666667
1327,0.10776666666666666
1328,0.38835
1329,0.13073333333333334
1330,0.0785
1331,0.08675
1332,0.08279999999999998
1333,0.08903333333333334
