,y_train
357,260.05961251862897
358,257.8241430700448
359,221.3114754098362
360,183.3084947839047
361,176.6020864381519
362,172.8763040238448
363,125.1862891207152
364,121.46050670640821
365,141.579731743666
366,172.1311475409836
367,198.9567809239942
368,223.5469448584204
369,232.48882265275716
370,222.801788375559
371,196.72131147541
372,198.21162444113278
373,163.93442622950812
374,169.8956780923993
375,167.6602086438152
376,184.0536512667661
377,228.7630402384502
378,283.9046199701938
379,307.7496274217586
380,334.57526080476896
381,295.8271236959762
382,277.9433681073026
383,257.0789865871834
384,210.87928464977662
385,173.6214605067064
386,169.150521609538
387,130.40238450074497
388,134.128166915052
389,140.8345752608046
390,169.1505216095378
391,195.2309985096871
392,174.36661698956772
393,201.9374068554398
394,203.42771982116258
395,203.4277198211626
396,191.5052160953802
397,166.1698956780923
398,159.4634873323397
399,155.7377049180326
400,178.0923994038748
401,231.7436661698958
402,291.35618479880776
403,312.220566318927
404,305.5141579731744
405,277.9433681073026
406,264.5305514157974
407,229.5081967213116
408,188.52459016393462
409,165.4247391952309
410,158.7183308494782
411,124.4411326378538
412,117.73472429210119
413,138.59910581222042
414,164.6795827123695
415,184.79880774962749
416,200.447093889717
417,201.9374068554398
418,187.77943368107321
419,167.6602086438151
420,163.1892697466466
421,148.28614008941872
422,161.6989567809239
423,170.64083457526078
424,185.5439642324888
425,236.2146050670642
426,282.414307004471
427,323.39791356184804
428,345.0074515648286
429,322.6527570789866
430,310.7302533532042
431,237.704918032787
432,218.33084947839058
433,195.2309985096871
434,181.07302533532052
435,139.3442622950818
436,139.3442622950818
437,152.757078986587
438,179.58271236959757
439,206.4083457526082
440,192.25037257824158
441,198.21162444113278
442,207.8986587183309
443,201.9374068554398
444,172.1311475409835
445,149.77645305514142
446,189.26974664679588
447,220.56631892697482
448,210.8792846497766
449,245.156482861401
450,297.31743666169905
451,330.1043219076006
452,328.6140089418778
453,318.92697466467956
454,301.04321907600604
455,242.9210134128168
456,195.97615499254857
457,186.2891207153503
458,173.62146050670628
459,127.42175856929939
460,120.71535022354679
461,138.59910581222042
462,175.1117734724293
463,205.6631892697468
464,207.898658718331
465,209.3889716840538
466,235.4694485842028
467,207.898658718331
468,216.84053651266782
469,167.6602086438152
470,191.5052160953802
471,189.2697466467959
472,175.8569299552905
473,189.2697466467958
474,305.5141579731744
475,312.220566318927
476,334.575260804769
477,318.9269746646796
478,279.4336810730254
479,262.29508196721315
480,232.4888226527572
481,204.172876304024
482,190.76005961251877
483,143.0700447093888
484,131.89269746646778
485,146.7958271236958
486,170.64083457526073
487,163.9344262295082
488,190.01490312965728
489,218.3308494783906
490,207.89865871833098
491,191.5052160953802
492,215.350223546945
493,178.8375558867363
494,190.7600596125188
495,193.7406855439643
496,220.56631892697482
497,241.430700447094
498,321.1624441132638
499,337.5558867362146
500,292.84649776453057
501,277.1982116244412
502,268.25633383010444
503,243.6661698956782
504,195.2309985096872
505,169.1505216095378
506,160.208643815201
507,114.7540983606556
508,104.32190760059599
509,114.0089418777942
510,137.853949329359
511,124.4411326378538
512,166.1698956780923
513,173.6214605067064
514,187.03427719821178
515,224.2921013412818
516,222.801788375559
517,176.6020864381521
518,184.05365126676608
519,162.4441132637853
520,158.7183308494782
521,178.09239940387482
522,267.511177347243
523,246.6467958271238
524,254.0983606557378
525,247.39195230998521
526,254.84351713859922
527,225.78241430700461
528,184.79880774962749
529,162.4441132637853
530,155.7377049180326
531,108.79284649776439
532,113.2637853949328
533,135.6184798807748
534,153.50223546944838
535,178.8375558867362
536,175.85692995529058
537,192.2503725782416
538,184.7988077496276
539,172.13114754098348
540,195.2309985096872
541,151.2667660208642
542,163.1892697466468
543,184.7988077496275
544,192.25037257824152
545,217.5856929955292
546,268.2563338301044
547,298.8077496274218
548,323.39791356184804
549,307.74962742175865
550,269.7466467958272
551,247.3919523099852
552,189.26974664679597
553,166.9150521609537
554,168.4053651266764
555,128.9120715350222
556,124.44113263785378
557,139.34426229508182
558,159.4634873323397
559,187.77943368107321
560,216.0953800298064
561,207.89865871833098
562,169.8956780923993
563,206.4083457526082
564,191.5052160953801
565,139.34426229508182
566,182.5633383010434
567,161.69895678092382
568,182.5633383010432
569,210.8792846497766
570,286.140089418778
571,307.00447093889716
572,320.41728763040237
573,308.49478390462
574,277.1982116244412
575,254.8435171385992
576,200.447093889717
577,170.6408345752608
578,156.48286140089402
579,115.499254843517
580,105.8122205663188
581,131.89269746646778
582,172.1311475409836
583,191.5052160953802
584,201.9374068554398
585,196.72131147541
586,184.7988077496276
587,199.70193740685548
588,171.38599105812222
589,146.7958271236958
590,181.8181818181818
591,184.0536512667661
592,184.0536512667661
593,228.76304023845017
594,280.92399403874816
595,312.9657228017884
596,315.2011922503726
597,278.688524590164
598,254.09836065573782
599,226.527570789866
600,189.26974664679602
601,167.66020864381522
602,144.5603576751116
603,105.0670640834574
604,102.8315946348732
605,117.73472429210122
606,146.7958271236958
607,174.36661698956792
608,181.8181818181818
609,223.5469448584204
610,185.5439642324889
611,178.8375558867362
612,184.05365126676608
613,168.4053651266765
614,202.68256333830124
615,212.3695976154994
616,200.44709388971697
617,212.3695976154994
618,289.1207153502236
619,353.9493293591654
620,350.9687034277198
621,321.1624441132638
622,291.35618479880776
623,251.8628912071536
624,207.898658718331
625,177.3472429210134
626,174.3666169895676
627,134.8733233979134
628,131.8926974664678
629,146.05067064083443
630,167.660208643815
631,189.269746646796
632,228.0178837555888
633,216.09538002980642
634,189.2697466467959
635,193.7406855439643
636,184.7988077496274
637,174.36661698956792
638,173.6214605067064
639,164.6795827123695
640,178.0923994038749
641,204.17287630402402
642,269.7466467958272
643,326.3785394932936
644,321.16244411326375
645,309.2399403874814
646,289.865871833085
647,260.80476900149034
648,215.35022354694502
649,203.4277198211626
650,179.5827123695977
651,109.5380029806258
652,108.7928464977644
653,126.67660208643801
654,146.7958271236958
655,146.7958271236958
656,175.1117734724292
657,197.46646795827138
658,175.8569299552906
659,181.8181818181819
660,197.4664679582713
661,176.602086438152
662,189.269746646796
663,193.7406855439644
664,209.3889716840538
665,225.03725782414318
666,323.397913561848
667,322.6527570789866
668,295.82712369597624
669,289.865871833085
670,257.0789865871834
671,239.1952309985098
672,213.85991058122218
673,195.9761549925486
674,173.6214605067064
675,129.6572280178836
676,128.1669150521608
677,131.89269746646778
678,142.32488822652738
679,137.853949329359
680,176.60208643815199
681,195.9761549925486
682,219.8211624441134
683,228.7630402384502
684,207.89865871833098
685,168.4053651266765
686,169.150521609538
687,175.85692995529072
688,170.64083457526093
689,169.1505216095378
690,226.527570789866
691,251.86289120715358
692,270.4918032786886
693,277.1982116244412
694,269.7466467958272
695,219.076005961252
696,192.2503725782416
697,172.13114754098342
698,166.1698956780924
699,128.1669150521608
700,126.67660208643801
701,146.79582712369591
702,182.56333830104342
703,190.7600596125187
704,196.72131147541
705,219.0760059612519
706,185.5439642324889
707,161.6989567809238
708,164.6795827123695
709,139.3442622950818
710,162.4441132637853
711,175.11177347242932
712,186.2891207153503
713,212.3695976154994
714,298.8077496274218
715,314.4560357675112
716,333.0849478390462
717,288.3755588673622
718,292.1013412816692
719,233.2339791356186
720,185.54396423248892
721,154.24739195230978
722,141.579731743666
723,111.77347242921
724,119.9701937406854
725,140.0894187779433
726,167.6602086438151
727,187.0342771982117
728,212.36959761549943
729,229.5081967213116
730,192.995529061103
731,213.1147540983608
732,213.85991058122218
733,160.9538002980624
734,154.2473919523098
735,170.6408345752607
736,177.3472429210134
737,230.99850968703439
738,287.63040238450077
739,308.49478390462
740,312.9657228017884
741,280.9239940387482
742,269.74664679582725
743,213.1147540983608
744,174.3666169895678
745,156.482861400894
746,163.9344262295082
747,118.4798807749626
748,125.93144560357659
749,142.3248882265274
750,177.3472429210134
751,195.9761549925486
752,190.0149031296574
753,192.99552906110299
754,174.36661698956792
755,190.76005961251872
756,230.253353204173
757,202.6825633383012
758,178.8375558867362
759,178.0923994038747
760,190.7600596125187
761,220.5663189269748
762,274.96274217585704
763,313.71087928464976
764,314.45603576751125
765,278.688524590164
766,273.47242921013424
767,204.9180327868854
768,164.67958271236938
769,148.2861400894186
770,149.03129657228
771,114.0089418777942
772,118.47988077496261
773,136.3636363636362
774,169.8956780923994
775,186.2891207153504
776,199.70193740685562
777,228.76304023845023
778,183.3084947839048
779,184.7988077496274
780,190.76005961251872
781,151.26676602086422
782,171.3859910581221
783,182.5633383010432
784,209.3889716840538
785,239.9403874813712
786,293.591654247392
787,320.4172876304024
788,318.9269746646796
789,319.672131147541
790,292.8464977645306
791,234.72429210134138
792,195.2309985096872
793,184.7988077496276
794,187.7794336810731
795,131.1475409836064
796,128.9120715350222
797,149.7764530551414
798,181.0730253353205
799,201.1922503725784
800,203.4277198211626
801,228.76304023845023
802,211.624441132638
803,242.9210134128168
804,219.076005961252
805,194.4858420268257
806,193.7406855439644
807,179.5827123695976
808,191.5052160953801
809,230.9985096870344
810,311.47540983606564
811,354.6944858420268
812,347.2429210134128
813,323.397913561848
814,304.769001490313
815,286.140089418778
816,228.0178837555888
817,209.3889716840538
818,192.995529061103
819,147.5409836065572
820,143.81520119225019
821,174.3666169895678
822,208.6438152011924
823,178.092399403875
824,199.70193740685562
825,213.85991058122218
826,216.0953800298064
827,210.8792846497766
828,197.46646795827138
829,180.327868852459
830,213.11475409836078
831,219.82116244411338
832,207.1535022354696
833,247.39195230998521
834,330.849478390462
835,372.5782414307005
836,355.4396423248882
837,336.06557377049177
838,310.7302533532042
839,267.511177347243
840,225.78241430700461
841,197.4664679582714
842,190.0149031296574
843,147.5409836065572
844,152.0119225037256
845,176.602086438152
846,181.07302533532038
847,174.3666169895677
848,222.05663189269762
849,242.9210134128168
850,236.95976154992562
851,259.3144560357676
852,274.96274217585704
853,246.64679582712378
854,232.4888226527572
855,207.898658718331
856,186.2891207153502
857,189.269746646796
858,240.6855439642326
859,266.0208643815202
860,269.7466467958272
861,278.688524590164
862,258.5692995529062
863,228.0178837555888
864,187.0342771982117
865,156.48286140089402
866,150.5216095380028
867,113.2637853949328
868,108.047690014903
869,134.8733233979134
870,174.3666169895678
871,179.5827123695976
872,177.3472429210134
873,190.7600596125187
874,137.1087928464976
875,163.934426229508
876,175.1117734724292
877,146.0506706408344
878,164.6795827123695
879,181.818181818182
880,197.4664679582714
881,210.87928464977662
882,260.8047690014904
883,302.5335320417288
884,292.84649776453057
885,278.688524590164
886,290.6110283159464
887,230.9985096870344
888,173.6214605067063
889,169.1505216095379
890,154.24739195230978
891,118.4798807749626
892,112.51862891207139
893,137.10879284649758
894,157.97317436661692
895,172.876304023845
896,202.6825633383011
897,251.86289120715358
898,221.3114754098362
899,216.09538002980636
900,192.9955290611029
901,160.9538002980624
902,199.70193740685548
903,195.97615499254852
904,208.6438152011924
905,248.882265275708
906,267.511177347243
907,302.5335320417288
908,315.946348733234
909,292.8464977645306
910,286.140089418778
911,230.9985096870344
912,195.9761549925486
913,187.0342771982117
914,163.93442622950812
915,123.69597615499241
916,128.9120715350222
917,151.2667660208643
918,174.36661698956777
919,193.7406855439644
920,209.38897168405381
921,242.1758569299554
922,233.97913561847997
923,230.9985096870344
924,228.76304023845017
925,186.28912071535032
926,199.7019374068556
927,207.898658718331
928,233.2339791356186
929,233.2339791356186
930,275.7078986587184
931,326.3785394932936
932,329.35916542473916
933,311.4754098360656
934,263.785394932936
935,217.5856929955292
936,175.1117734724291
937,151.2667660208642
938,148.28614008941858
939,110.2831594634872
940,112.51862891207139
941,131.8926974664678
942,163.18926974664672
943,172.1311475409835
944,219.076005961252
945,231.74366616989582
946,225.78241430700461
947,225.78241430700461
948,214.6050670640836
949,178.8375558867361
950,183.3084947839047
951,203.42771982116258
952,188.52459016393462
953,218.3308494783906
954,269.7466467958272
955,330.1043219076006
956,365.12667660208643
957,341.28166915052157
958,312.9657228017884
959,273.47242921013424
960,225.0372578241432
961,182.5633383010433
962,166.1698956780922
963,131.1475409836064
964,126.676602086438
965,149.03129657227998
966,177.3472429210133
967,195.2309985096872
968,221.3114754098362
969,234.72429210134138
970,213.8599105812222
971,246.6467958271238
972,226.527570789866
973,203.42771982116258
974,188.5245901639346
975,169.8956780923994
976,191.50521609538018
977,206.4083457526082
978,268.2563338301044
979,315.946348733234
980,337.5558867362146
981,323.397913561848
982,272.7272727272728
983,263.785394932936
984,220.5663189269748
985,191.5052160953802
986,185.54396423248897
987,134.8733233979134
988,137.853949329359
989,152.0119225037257
990,172.876304023845
991,158.71833084947832
992,193.7406855439644
993,223.5469448584204
994,194.4858420268258
995,215.35022354694502
996,210.13412816691522
997,198.9567809239942
998,231.7436661698958
999,239.9403874813712
1000,225.78241430700461
1001,229.5081967213116
1002,280.9239940387482
1003,331.5946348733234
1004,345.75260804769005
1005,332.33979135618483
1006,323.397913561848
1007,288.3755588673622
1008,243.6661698956782
1009,207.89865871833098
1010,187.03427719821178
1011,141.579731743666
1012,141.579731743666
1013,150.5216095380029
1014,184.79880774962749
1015,149.03129657228
1016,192.2503725782415
1017,252.60804769001498
1018,253.35320417287642
1019,253.35320417287642
1020,235.4694485842028
1021,201.1922503725784
1022,206.40834575260823
1023,180.3278688524591
1024,189.26974664679588
1025,191.5052160953802
1026,241.430700447094
1027,274.962742175857
1028,319.672131147541
1029,298.0625931445604
1030,283.90461997019383
1031,236.21460506706418
1032,187.7794336810731
1033,166.91505216095362
1034,165.4247391952309
1035,123.6959761549924
1036,124.44113263785378
1037,146.05067064083448
1038,172.8763040238448
1039,190.76005961251872
1040,209.3889716840538
1041,219.076005961252
1042,200.447093889717
1043,224.2921013412818
1044,198.2116244411328
1045,172.876304023845
1046,184.0536512667662
1047,199.7019374068556
1048,187.7794336810731
1049,198.9567809239942
1050,238.4500745156484
1051,304.0238450074516
1052,326.37853949329354
1053,307.74962742175865
1054,261.5499254843518
1055,215.35022354694502
1056,155.7377049180326
1057,156.482861400894
1058,152.0119225037256
1059,116.9895678092398
1060,117.7347242921012
1061,137.853949329359
1062,158.71833084947818
1063,177.3472429210134
1064,219.07600596125198
1065,219.82116244411338
1066,228.7630402384502
1067,231.7436661698958
1068,233.97913561848
1069,193.7406855439644
1070,203.4277198211626
1071,198.21162444113278
1072,225.78241430700461
1073,235.4694485842028
1074,312.96572280178844
1075,333.8301043219076
1076,341.28166915052157
1077,321.16244411326375
1078,302.5335320417288
1079,234.7242921013414
1080,190.0149031296574
1081,174.3666169895677
1082,166.1698956780923
1083,126.676602086438
1084,131.8926974664678
1085,144.56035767511162
1086,175.8569299552908
1087,190.76005961251872
1088,204.91803278688542
1089,201.19225037257843
1090,207.1535022354696
1091,181.0730253353205
1092,196.7213114754099
1093,155.7377049180326
1094,198.2116244411328
1095,198.21162444113278
1096,205.6631892697468
1097,195.9761549925486
1098,262.2950819672132
1099,330.1043219076006
1100,333.8301043219076
1101,294.33681073025343
1102,287.6304023845008
1103,236.21460506706418
1104,195.23099850968708
1105,163.9344262295081
1106,160.208643815201
1107,122.2056631892696
1108,128.1669150521608
1109,143.07004470938878
1110,180.3278688524591
1111,184.7988077496274
1112,201.9374068554398
1113,195.9761549925486
1114,206.4083457526082
1115,207.89865871833098
1116,194.4858420268256
1117,152.0119225037256
1118,175.85692995529058
1119,182.5633383010433
1120,198.95678092399422
1121,213.8599105812222
1122,254.8435171385992
1123,286.14008941877796
1124,292.1013412816692
1125,285.3949329359166
1126,280.1788375558868
1127,239.19523099850983
1128,183.30849478390468
1129,163.934426229508
1130,165.4247391952308
1131,126.67660208643798
1132,131.1475409836064
1133,140.0894187779432
1134,160.9538002980625
1135,179.58271236959771
1136,190.0149031296573
1137,212.3695976154994
1138,195.23099850968723
1139,192.99552906110299
1140,184.79880774962749
1141,164.6795827123696
1142,195.23099850968717
1143,185.5439642324889
1144,192.9955290611029
1145,217.5856929955292
1146,219.076005961252
1147,279.4336810730254
1148,284.64977645305515
1149,277.19821162444117
1150,263.785394932936
1151,238.4500745156484
1152,184.7988077496276
1153,157.97317436661692
1154,153.5022354694484
1155,143.8152011922502
1156,147.5409836065572
1157,149.03129657228
1158,166.9150521609538
1159,163.1892697466468
1160,210.8792846497766
1161,221.3114754098362
1162,228.01788375558877
1163,233.97913561848
1164,216.0953800298064
1165,186.2891207153503
1166,187.7794336810731
1167,213.11475409836078
1168,210.8792846497766
1169,188.5245901639345
1170,244.41132637853957
1171,302.5335320417288
1172,309.98509687034283
1173,300.2980625931446
1174,256.333830104322
1175,231.7436661698958
1176,181.0730253353206
1177,148.2861400894186
1178,144.56035767511162
1179,145.305514157973
1180,142.3248882265274
1181,143.0700447093888
1182,147.5409836065572
1183,145.305514157973
1184,202.68256333830118
1185,206.40834575260817
1186,213.8599105812222
1187,229.5081967213116
1188,202.68256333830118
1189,182.5633383010433
1190,174.3666169895678
1191,143.0700447093888
1192,146.7958271236958
1193,150.52160953800282
1194,161.69895678092388
1195,219.82116244411338
1196,220.5663189269748
1197,236.9597615499256
1198,229.5081967213116
1199,200.447093889717
1200,147.54098360655718
1201,127.42175856929939
1202,120.71535022354679
1203,119.97019374068539
1204,120.71535022354679
1205,119.9701937406854
1206,128.9120715350222
1207,137.853949329359
1208,162.4441132637853
1209,187.7794336810731
1210,178.09239940387477
1211,191.5052160953802
1212,173.6214605067065
1213,147.5409836065572
1214,166.9150521609537
1215,189.26974664679602
1216,190.0149031296573
1217,185.543964232489
1218,216.0953800298064
1219,272.7272727272728
1220,289.865871833085
1221,274.2175856929956
1222,246.64679582712378
1223,204.9180327868854
1224,143.8152011922502
1225,129.6572280178836
1226,125.1862891207152
1227,131.1475409836064
1228,124.4411326378538
1229,120.71535022354679
1230,131.1475409836064
1231,134.128166915052
1232,175.85692995529052
1233,199.70193740685562
1234,208.6438152011924
1235,182.5633383010434
1236,188.5245901639346
1237,174.36661698956772
1238,177.34724292101342
1239,169.1505216095381
1240,150.52160953800282
1241,160.20864381520101
1242,211.624441132638
1243,243.6661698956782
1244,242.17585692995542
1245,222.0566318926976
1246,227.2727272727274
1247,214.6050670640836
1248,171.3859910581222
1249,146.05067064083443
1250,144.5603576751116
1251,142.3248882265274
1252,140.8345752608046
1253,143.8152011922502
1254,140.0894187779432
1255,160.2086438152011
1256,191.50521609538012
1257,203.42771982116258
1258,172.1311475409835
1259,181.81818181818193
1260,171.38599105812216
1261,157.2280178837554
1262,175.11177347242912
1263,195.9761549925486
1264,204.172876304024
1265,195.9761549925486
1266,222.05663189269762
1267,272.7272727272728
1268,264.5305514157974
1269,261.5499254843518
1270,257.8241430700448
1271,210.8792846497766
1272,155.7377049180326
1273,131.89269746646778
1274,129.6572280178836
1275,126.67660208643798
1276,134.128166915052
1277,144.56035767511162
1278,149.03129657227998
1279,165.4247391952309
1280,205.6631892697468
1281,177.34724292101342
1282,171.38599105812222
1283,160.20864381520101
1284,159.4634873323397
1285,144.56035767511162
1286,157.2280178837555
1287,164.6795827123695
1288,175.1117734724291
1289,175.8569299552907
1290,216.0953800298064
1291,268.2563338301044
1292,259.3144560357676
1293,251.8628912071536
1294,272.7272727272728
1295,212.36959761549932
1296,164.6795827123695
1297,143.81520119225019
1298,137.853949329359
1299,141.57973174366603
1300,137.853949329359
1301,140.8345752608046
1302,143.0700447093888
1303,170.64083457526073
1304,204.91803278688542
1305,195.9761549925486
1306,174.3666169895678
1307,149.7764530551414
1308,161.6989567809239
1309,143.81520119225019
1310,158.7183308494782
1311,140.0894187779432
1312,159.4634873323396
1313,179.58271236959771
1314,210.1341281669152
1315,250.3725782414308
1316,274.962742175857
1317,271.9821162444114
1318,237.704918032787
1319,198.2116244411328
1320,169.8956780923995
1321,148.2861400894186
1322,140.8345752608046
1323,131.89269746646778
1324,138.5991058122204
1325,128.1669150521608
1326,131.8926974664678
1327,126.676602086438
1328,188.52459016393442
1329,193.74068554396428
1330,175.85692995529064
1331,193.7406855439644
1332,190.0149031296574
1333,176.602086438152
1334,158.7183308494783
1335,169.8956780923993
1336,194.48584202682582
1337,195.2309985096872
1338,209.3889716840538
1339,252.60804769001498
1340,246.64679582712378
1341,225.0372578241432
1342,219.076005961252
1343,204.9180327868854
1344,166.1698956780923
1345,131.1475409836064
1346,120.7153502235468
1347,118.4798807749626
1348,118.4798807749626
1349,116.2444113263784
1350,113.26378539493281
1351,116.98956780923979
1352,154.99254843517122
1353,169.8956780923993
1354,187.7794336810731
1355,205.6631892697468
1356,190.7600596125187
1357,169.8956780923993
1358,173.62146050670628
1359,143.8152011922502
1360,140.8345752608046
1361,133.38301043219062
1362,168.4053651266766
1363,216.0953800298064
1364,202.6825633383012
1365,195.97615499254857
1366,190.76005961251877
1367,170.6408345752608
1368,138.5991058122204
1369,116.2444113263784
1370,114.75409836065559
1371,118.4798807749626
1372,113.2637853949328
1373,117.73472429210119
1374,124.4411326378538
1375,144.56035767511162
